,country,Year,gdp_usd
6243,Cote d'Ivoire,2021,72794636653.7793
6244,Cote d'Ivoire,2020,63027852805.4204
6245,Cote d'Ivoire,2019,60382894697.3557
6246,Cote d'Ivoire,2018,58522477786.6889
6247,Cote d'Ivoire,2017,52512343996.69
6248,Cote d'Ivoire,2016,48407761036.8238
6249,Cote d'Ivoire,2015,45815005169.2651
6305,Croatia,2024,92983810328.9088
6306,Croatia,2023,85624153964.0987
6307,Croatia,2022,71196498671.1145
6308,Croatia,2021,69002365163.3368
6309,Croatia,2020,57959843541.3699
6310,Croatia,2019,61466721186.3116
6311,Croatia,2018,61667925219.0755
6312,Croatia,2017,56182782585.9052
6313,Croatia,2016,52650714171.8617
6314,Croatia,2015,50998893384.8289
6370,Cuba,2024,
6371,Cuba,2023,
6372,Cuba,2022,
6373,Cuba,2021,
6374,Cuba,2020,107352000000.0
6375,Cuba,2019,103427600000.0
6376,Cuba,2018,100050036100.0
6377,Cuba,2017,96850649700.0
6378,Cuba,2016,91370407900.0
6379,Cuba,2015,87132800000.0
6435,Curacao,2024,3561178196.20713
6436,Curacao,2023,3281419347.37053
6437,Curacao,2022,3075180834.72417
6438,Curacao,2021,2739594359.5908
6439,Curacao,2020,2534327592.49914
6440,Curacao,2019,3026124115.73275
6441,Curacao,2018,3046364819.53197
6442,Curacao,2017,3033433248.15988
6443,Curacao,2016,3024690188.01683
6444,Curacao,2015,3058779211.89831
6500,Cyprus,2024,37634533331.8902
6501,Cyprus,2023,35075423857.0996
6502,Cyprus,2022,31218038929.0919
6503,Cyprus,2021,30372642502.4897
6504,Cyprus,2020,25555093854.2968
6505,Cyprus,2019,26196667099.5303
6506,Cyprus,2018,25754001367.5448
6507,Cyprus,2017,22946570628.7576
6508,Cyprus,2016,21046462280.5979
6509,Cyprus,2015,19909278416.8575
6565,Czechia,2024,347034062928.479
6566,Czechia,2023,345059295659.911
6567,Czechia,2022,301831228325.556
6568,Czechia,2021,290972714482.313
6569,Czechia,2020,251109660602.536
6570,Czechia,2019,256794209028.77
6571,Czechia,2018,251992360762.236
6572,Czechia,2017,221563575696.217
6573,Czechia,2016,198160659303.939
6574,Czechia,2015,189107698561.919
6630,Denmark,2024,424524722037.047
6631,Denmark,2023,404651706117.557
6632,Denmark,2022,400114306337.077
6633,Denmark,2021,406110162088.054
6634,Denmark,2020,355631021931.621
6635,Denmark,2019,345401473012.615
6636,Denmark,2018,355293374912.393
6637,Denmark,2017,331610593961.988
6638,Denmark,2016,312181849372.233
6639,Denmark,2015,301758922337.637
6695,Djibouti,2024,4152145939.98458
6696,Djibouti,2023,3898447007.38798
6697,Djibouti,2022,3562814908.76149
6698,Djibouti,2021,3392796953.08939
6699,Djibouti,2020,3144136196.6228
6700,Djibouti,2019,3088851450.30694
6701,Djibouti,2018,2913464658.08768
6702,Djibouti,2017,2762581334.22612
6703,Djibouti,2016,2604955228.70117
6704,Djibouti,2015,2424391785.43897
6760,Dominica,2024,688881481.481481
6761,Dominica,2023,659311111.111111
6762,Dominica,2022,623062962.962963
6763,Dominica,2021,562911111.111111
6764,Dominica,2020,528944444.444444
6765,Dominica,2019,644259259.259259
6766,Dominica,2018,628244444.444444
6767,Dominica,2017,563355555.555555
6768,Dominica,2016,612711111.111111
6769,Dominica,2015,583177777.777778
6825,Dominican Republic,2024,124282245638.568
6826,Dominican Republic,2023,120456239153.739
6827,Dominican Republic,2022,113478087134.8
6828,Dominican Republic,2021,94850719516.7127
6829,Dominican Republic,2020,78546672406.8291
6830,Dominican Republic,2019,89146130744.723
6831,Dominican Republic,2018,84994732049.3461
6832,Dominican Republic,2017,79070274743.1658
6833,Dominican Republic,2016,75552902635.7075
6834,Dominican Republic,2015,70966782572.4386
6890,Ecuador,2024,124676074700.0
6891,Ecuador,2023,121147057000.0
6892,Ecuador,2022,116133121000.0
6893,Ecuador,2021,107179074000.0
6894,Ecuador,2020,95865473000.0
6895,Ecuador,2019,107595830000.0
6896,Ecuador,2018,107478961000.0
6897,Ecuador,2017,104467486000.0
6898,Ecuador,2016,97671433000.0
6899,Ecuador,2015,97209558000.0
6955,"Egypt, Arab Rep.",2024,389059911003.566
6956,"Egypt, Arab Rep.",2023,395926075163.006
6957,"Egypt, Arab Rep.",2022,476747720364.742
6958,"Egypt, Arab Rep.",2021,424671765455.704
6959,"Egypt, Arab Rep.",2020,383817841547.099
6960,"Egypt, Arab Rep.",2019,318678815489.749
6961,"Egypt, Arab Rep.",2018,262588632526.73
6962,"Egypt, Arab Rep.",2017,248362771739.13
6963,"Egypt, Arab Rep.",2016,332441717791.411
6964,"Egypt, Arab Rep.",2015,329366576819.407
7020,El Salvador,2024,35364960000.0
7021,El Salvador,2023,33853940000.0
7022,El Salvador,2022,31870120000.0
7023,El Salvador,2021,29043140000.0
7024,El Salvador,2020,24921190000.0
7025,El Salvador,2019,26881140000.0
7026,El Salvador,2018,26020850000.0
7027,El Salvador,2017,24979190000.0
7028,El Salvador,2016,24191430000.0
7029,El Salvador,2015,23438240000.0
7085,Equatorial Guinea,2024,12765777677.0622
7086,Equatorial Guinea,2023,12337550583.754
7087,Equatorial Guinea,2022,13687643435.6249
7088,Equatorial Guinea,2021,12215878032.7166
7089,Equatorial Guinea,2020,9893816007.7398
7090,Equatorial Guinea,2019,11364133549.7478
7091,Equatorial Guinea,2018,13097012133.6159
7092,Equatorial Guinea,2017,12200913878.9827
7093,Equatorial Guinea,2016,11240808847.8878
7094,Equatorial Guinea,2015,13185496881.0174
7150,Eritrea,2024,
7151,Eritrea,2023,
7152,Eritrea,2022,
7153,Eritrea,2021,
7154,Eritrea,2020,
7155,Eritrea,2019,
7156,Eritrea,2018,
7157,Eritrea,2017,
7158,Eritrea,2016,
7159,Eritrea,2015,
7215,Estonia,2024,43130419829.35
7216,Estonia,2023,41470344395.1086
7217,Estonia,2022,38226641740.29
7218,Estonia,2021,37201101170.5847
7219,Estonia,2020,31820771493.8974
7220,Estonia,2019,31873748770.0313
7221,Estonia,2018,31222632740.7247
7222,Estonia,2017,27469461919.1189
7223,Estonia,2016,24561027787.7896
7224,Estonia,2015,23311847750.9394
7280,Eswatini,2024,4858885840.77236
7281,Eswatini,2023,4621191261.84214
7282,Eswatini,2022,4746660273.50829
7283,Eswatini,2021,4807069277.20114
7284,Eswatini,2020,4134677809.50096
7285,Eswatini,2019,4617018958.69086
7286,Eswatini,2018,4643751059.28203
7287,Eswatini,2017,4462640651.49219
7288,Eswatini,2016,3722306116.72872
7289,Eswatini,2015,3908217914.21824
7345,Ethiopia,2024,149740297952.986
7346,Ethiopia,2023,135874093202.492
7347,Ethiopia,2022,123140304666.0
7348,Ethiopia,2021,109070960371.859
7349,Ethiopia,2020,98676811061.4035
7350,Ethiopia,2019,91834517112.628
7351,Ethiopia,2018,83337901071.9697
7352,Ethiopia,2017,76366081766.6667
7353,Ethiopia,2016,68475871209.607
7354,Ethiopia,2015,62103418181.8182
7410,Faroe Islands,2024,4052937169.76536
7411,Faroe Islands,2023,3943131022.2291
7412,Faroe Islands,2022,3615241800.50058
7413,Faroe Islands,2021,3699551717.10561
7414,Faroe Islands,2020,3271813311.5831
7415,Faroe Islands,2019,3266432734.22819
7416,Faroe Islands,2018,3188600927.46688
7417,Faroe Islands,2017,2980057377.87967
7418,Faroe Islands,2016,2813278868.78208
7419,Faroe Islands,2015,2573905971.05459
7475,Fiji,2024,5968125909.27126
7476,Fiji,2023,5476673518.13788
7477,Fiji,2022,4977861885.60316
7478,Fiji,2021,4158873156.17978
7479,Fiji,2020,4227719873.3865
7480,Fiji,2019,5344907153.46698
7481,Fiji,2018,5581425327.44397
7482,Fiji,2017,5353469174.47838
7483,Fiji,2016,4930213644.36653
7484,Fiji,2015,4682479893.97558
7540,Finland,2024,298696961297.656
7541,Finland,2023,295021982462.75
7542,Finland,2022,280253099309.34
7543,Finland,2021,294223210496.119
7544,Finland,2020,270000311606.226
7545,Finland,2019,267014821129.411
7546,Finland,2018,273869255596.078
7547,Finland,2017,253846138440.0
7548,Finland,2016,238777818792.608
7549,Finland,2015,233210733506.25
7605,France,2024,3160442622465.08
7606,France,2023,3056250648138.29
7607,France,2022,2794788137066.94
7608,France,2021,2966433692008.09
7609,France,2020,2647926055110.05
7610,France,2019,2722793515171.76
7611,France,2018,2781576320884.39
7612,France,2017,2588868323334.71
7613,France,2016,2470407619777.13
7614,France,2015,2442483452642.5
7670,French Polynesia,2024,6323716355.05009
7671,French Polynesia,2023,6137447782.87066
7672,French Polynesia,2022,5622688338.06317
7673,French Polynesia,2021,5994931236.42282
7674,French Polynesia,2020,5574821989.38239
7675,French Polynesia,2019,6022276196.13871
7676,French Polynesia,2018,6135116253.33452
7677,French Polynesia,2017,5833352692.7995
7678,French Polynesia,2016,5497036476.8031
7679,French Polynesia,2015,5325846361.81186
7735,Gabon,2024,20895684425.6752
7736,Gabon,2023,19388372070.9778
7737,Gabon,2022,20440655695.1804
7738,Gabon,2021,19444935097.2395
7739,Gabon,2020,15342236163.9864
7740,Gabon,2019,16874405465.391
7741,Gabon,2018,16867326401.9626
7742,Gabon,2017,14929487485.1623
7743,Gabon,2016,14023890265.3665
7744,Gabon,2015,14383107762.6952
7800,"Gambia, The",2024,2404888749.21907
7801,"Gambia, The",2023,2382262184.68273
7802,"Gambia, The",2022,2204734527.88096
7803,"Gambia, The",2021,2014158842.14596
7804,"Gambia, The",2020,1812170891.19069
7805,"Gambia, The",2019,1813609692.49994
7806,"Gambia, The",2018,1670671327.81651
7807,"Gambia, The",2017,1504909462.69521
7808,"Gambia, The",2016,1484578885.97132
7809,"Gambia, The",2015,1378176608.93204
7865,Georgia,2024,34189423544.9955
7866,Georgia,2023,30777833600.6515
7867,Georgia,2022,24984568959.605
7868,Georgia,2021,18853115588.8106
7869,Georgia,2020,16010869215.68
7870,Georgia,2019,17638337116.9126
7871,Georgia,2018,17902544880.6471
7872,Georgia,2017,16473125375.0684
7873,Georgia,2016,15444548901.9637
7874,Georgia,2015,15223796148.8396
7930,Germany,2024,4685592577804.69
7931,Germany,2023,4562207532490.28
7932,Germany,2022,4201021706478.62
7933,Germany,2021,4355251953410.78
7934,Germany,2020,3941398957073.94
7935,Germany,2019,3959894794039.21
7936,Germany,2018,4055433215301.96
7937,Germany,2017,3765351626105.89
7938,Germany,2016,3536787895179.0
7939,Germany,2015,3425099578746.09
7995,Ghana,2024,82308110386.4641
7996,Ghana,2023,80547146878.3843
7997,Ghana,2022,73919003209.9866
7998,Ghana,2021,79514204730.3979
7999,Ghana,2020,70008243859.8666
8000,Ghana,2019,68352629246.1555
8001,Ghana,2018,67259353965.6087
8002,Ghana,2017,60385409434.8567
8003,Ghana,2016,56144179397.8516
8004,Ghana,2015,49436806230.4839
8060,Gibraltar,2024,
8061,Gibraltar,2023,
8062,Gibraltar,2022,
8063,Gibraltar,2021,
8064,Gibraltar,2020,
8065,Gibraltar,2019,
8066,Gibraltar,2018,
8067,Gibraltar,2017,
8068,Gibraltar,2016,
8069,Gibraltar,2015,
8125,Greece,2024,256238371778.118
8126,Greece,2023,242946187738.269
8127,Greece,2022,217990189600.69
8128,Greece,2021,218303801895.326
8129,Greece,2020,191362985554.861
8130,Greece,2019,207305649887.019
8131,Greece,2018,213298873494.394
8132,Greece,2017,200381103984.298
8133,Greece,2016,193097239005.87
8134,Greece,2015,194567373678.099
8190,Greenland,2024,
8191,Greenland,2023,3326543974.39193
8192,Greenland,2022,3152334771.77992
8193,Greenland,2021,3293578467.57327
8194,Greenland,2020,3089625554.40473
8195,Greenland,2019,2997309971.87623
8196,Greenland,2018,3055782146.15957
8197,Greenland,2017,2851613679.03433
8198,Greenland,2016,2707139544.46695
8199,Greenland,2015,2499113022.81675
8255,Grenada,2024,1371918518.51852
8256,Grenada,2023,1336418518.51852
8257,Grenada,2022,1224007407.40741
8258,Grenada,2021,1122222222.22222
8259,Grenada,2020,1043411111.11111
8260,Grenada,2019,1213485185.18519
8261,Grenada,2018,1166514814.81481
8262,Grenada,2017,1125685185.18519
8263,Grenada,2016,1061640740.74074
8264,Grenada,2015,997007407.407407
8320,Guam,2024,
8321,Guam,2023,
8322,Guam,2022,6910000000.0
8323,Guam,2021,6234000000.0
8324,Guam,2020,5916000000.0
8325,Guam,2019,6355000000.0
8326,Guam,2018,6051000000.0
8327,Guam,2017,6013000000.0
8328,Guam,2016,5901000000.0
8329,Guam,2015,5799000000.0
8385,Guatemala,2024,113199581158.203
8386,Guatemala,2023,104368755054.601
8387,Guatemala,2022,95641446500.6523
8388,Guatemala,2021,86455522272.7383
8389,Guatemala,2020,77719468248.3666
8390,Guatemala,2019,77172331693.4093
8391,Guatemala,2018,73328356007.6152
8392,Guatemala,2017,71653780740.4226
8393,Guatemala,2016,66053408205.8838
8394,Guatemala,2015,62186066547.6566
8450,Guinea,2024,25008678293.4084
8451,Guinea,2023,22407615556.0571
8452,Guinea,2022,19910452541.9219
8453,Guinea,2021,17069115737.8259
8454,Guinea,2020,14088693742.9464
8455,Guinea,2019,13442861496.4454
8456,Guinea,2018,11857030366.7891
8457,Guinea,2017,10324668271.1362
8458,Guinea,2016,8595955222.49719
8459,Guinea,2015,8794201742.84609
8515,Guinea-Bissau,2024,2218393804.54798
8516,Guinea-Bissau,2023,2127688181.12014
8517,Guinea-Bissau,2022,1859601384.05928
8518,Guinea-Bissau,2021,1908094558.33981
8519,Guinea-Bissau,2020,1705057581.09946
8520,Guinea-Bissau,2019,1596227316.34846
8521,Guinea-Bissau,2018,1554133593.91699
8522,Guinea-Bissau,2017,1469978606.12143
8523,Guinea-Bissau,2016,1245074264.10396
8524,Guinea-Bissau,2015,1152384166.79638
8580,Guyana,2024,24662709832.1343
8581,Guyana,2023,16918503597.1223
8582,Guyana,2022,14718388489.2086
8583,Guyana,2021,8041362110.31175
8584,Guyana,2020,5471256594.72422
8585,Guyana,2019,5173760191.84652
8586,Guyana,2018,4787636997.85343
8587,Guyana,2017,4748174334.14044
8588,Guyana,2016,4482697336.56174
8589,Guyana,2015,4279840193.7046
8645,Haiti,2024,25224154990.7946
8646,Haiti,2023,19850585722.3241
8647,Haiti,2022,20253551920.5516
8648,Haiti,2021,20944387975.7051
8649,Haiti,2020,14508222518.3018
8650,Haiti,2019,15016090929.5125
8651,Haiti,2018,16403864617.8458
8652,Haiti,2017,15093357161.1498
8653,Haiti,2016,14069277526.2278
8654,Haiti,2015,14849629308.6025
8710,Honduras,2024,37093565854.0437
8711,Honduras,2023,34355805527.9795
8712,Honduras,2022,31426041806.7985
8713,Honduras,2021,28144331506.6149
8714,Honduras,2020,23352232483.755
8715,Honduras,2019,24882225741.8119
8716,Honduras,2018,24067750760.499
8717,Honduras,2017,23136247990.5977
8718,Honduras,2016,21717604952.1835
8719,Honduras,2015,20979791685.416
8775,"Hong Kong SAR, China",2024,406863396487.342
8776,"Hong Kong SAR, China",2023,381043026173.935
8777,"Hong Kong SAR, China",2022,358679533984.718
8778,"Hong Kong SAR, China",2021,368954169748.818
8779,"Hong Kong SAR, China",2020,344943149590.058
8780,"Hong Kong SAR, China",2019,363074545072.389
8781,"Hong Kong SAR, China",2018,361731070995.726
8782,"Hong Kong SAR, China",2017,341273289534.466
8783,"Hong Kong SAR, China",2016,320860317562.562
8784,"Hong Kong SAR, China",2015,309385622601.348
8840,Hungary,2024,222722738925.641
8841,Hungary,2023,213240316634.648
8842,Hungary,2022,177002580544.155
8843,Hungary,2021,183282685440.486
8844,Hungary,2020,158468487754.196
8845,Hungary,2019,164936682033.992
8846,Hungary,2018,161184691013.835
8847,Hungary,2017,143335098991.862
8848,Hungary,2016,128983560865.293
8849,Hungary,2015,125244126623.289
8905,Iceland,2024,33255181468.9382
8906,Iceland,2023,31677891896.7861
8907,Iceland,2022,29166102877.2755
8908,Iceland,2021,26234872402.457
8909,Iceland,2020,22034665040.7901
8910,Iceland,2019,24985687022.0452
8911,Iceland,2018,26677652544.3499
8912,Iceland,2017,25060086487.8901
8913,Iceland,2016,21083713310.457
8914,Iceland,2015,17700486957.1907
8970,India,2024,3909891533858.08
8971,India,2023,3638489096033.86
8972,India,2022,3346107287730.93
8973,India,2021,3167270623260.47
8974,India,2020,2674851578587.27
8975,India,2019,2835606256558.19
8976,India,2018,2702929641648.74
8977,India,2017,2651474262755.45
8978,India,2016,2294796885663.16
8979,India,2015,2103588360044.94
9035,Indonesia,2024,1396300098190.97
9036,Indonesia,2023,1371169301563.62
9037,Indonesia,2022,1319101183380.15
9038,Indonesia,2021,1186509691086.73
9039,Indonesia,2020,1059054842698.48
9040,Indonesia,2019,1119099871350.2
9041,Indonesia,2018,1042271532988.63
9042,Indonesia,2017,1015618744159.73
9043,Indonesia,2016,931877364037.698
9044,Indonesia,2015,860854232686.214
9100,"Iran, Islamic Rep.",2024,475252089215.416
9101,"Iran, Islamic Rep.",2023,457510482317.483
9102,"Iran, Islamic Rep.",2022,422662261525.665
9103,"Iran, Islamic Rep.",2021,407350685583.335
9104,"Iran, Islamic Rep.",2020,280934329279.723
9105,"Iran, Islamic Rep.",2019,347988400957.999
9106,"Iran, Islamic Rep.",2018,411903303606.044
9107,"Iran, Islamic Rep.",2017,510239893417.645
9108,"Iran, Islamic Rep.",2016,478618064870.999
9109,"Iran, Islamic Rep.",2015,409191686496.677
9165,Iraq,2024,279641257615.385
9166,Iraq,2023,268881051643.549
9167,Iraq,2022,287372232137.931
9168,Iraq,2021,209691945713.103
9169,Iraq,2020,180898797516.874
9170,Iraq,2019,233636097800.338
9171,Iraq,2018,227367469034.031
9172,Iraq,2017,187217660050.676
9173,Iraq,2016,166743557747.671
9174,Iraq,2015,166774104959.102
9230,Ireland,2024,609157459747.205
9231,Ireland,2023,567372737459.116
9232,Ireland,2022,548341794599.09
9233,Ireland,2021,530394123829.763
9234,Ireland,2020,436009027818.948
9235,Ireland,2019,407211793800.713
9236,Ireland,2018,395780319816.603
9237,Ireland,2017,348355212568.515
9238,Ireland,2016,305431252708.748
9239,Ireland,2015,302101388556.271
9295,Isle of Man,2024,
9296,Isle of Man,2023,
9297,Isle of Man,2022,7431257410.92713
9298,Isle of Man,2021,7931193222.06405
9299,Isle of Man,2020,6684225641.02564
9300,Isle of Man,2019,7314967866.28289
9301,Isle of Man,2018,7491649455.92717
9302,Isle of Man,2017,6979788333.50279
9303,Isle of Man,2016,6846377563.00683
9304,Isle of Man,2015,7084800892.22284
9360,Israel,2024,540379921261.681
9361,Israel,2023,512184638998.974
9362,Israel,2022,525181008025.57
9363,Israel,2021,489851549972.347
9364,Israel,2020,410768352657.612
9365,Israel,2019,400645216358.857
9366,Israel,2018,376299083108.497
9367,Israel,2017,358451839052.991
9368,Israel,2016,321940971558.016
9369,Israel,2015,303469434072.296
9425,Italy,2024,2380825077243.59
9426,Italy,2023,2316727999333.18
9427,Italy,2022,2104067630319.46
9428,Italy,2021,2179207773596.09
9429,Italy,2020,1907481094079.23
9430,Italy,2019,2019606796583.53
9431,Italy,2018,2099435266458.67
9432,Italy,2017,1970720904584.71
9433,Italy,2016,1887111188176.93
9434,Italy,2015,1845428048839.1
9490,Jamaica,2024,22014397089.7689
9491,Jamaica,2023,21418804319.6395
9492,Jamaica,2022,18813516805.214
9493,Jamaica,2021,15963885376.3537
9494,Jamaica,2020,15000214216.2439
9495,Jamaica,2019,17026269262.5307
9496,Jamaica,2018,16855447986.2221
9497,Jamaica,2017,15783583236.675
9498,Jamaica,2016,14898999754.1229
9499,Jamaica,2015,14963589915.5912
9555,Japan,2024,4027597523550.58
9556,Japan,2023,4213167237905.83
9557,Japan,2022,4262463317796.53
9558,Japan,2021,5039148168861.22
9559,Japan,2020,5054068005376.28
9560,Japan,2019,5117993853016.51
9561,Japan,2018,5040880939324.86
9562,Japan,2017,4930837369151.42
9563,Japan,2016,5003677627544.24
9564,Japan,2015,4444930651964.18
9620,Jordan,2024,53352289577.4648
9621,Jordan,2023,51088476338.0282
9622,Jordan,2022,48764963380.2817
9623,Jordan,2021,46296100140.8451
9624,Jordan,2020,43700383098.5916
9625,Jordan,2019,44503006338.0282
9626,Jordan,2018,43370860704.2254
9627,Jordan,2017,41608435915.493
9628,Jordan,2016,39892551126.7606
9629,Jordan,2015,38587017887.3239
9685,Kazakhstan,2024,291480274648.826
9686,Kazakhstan,2023,261840101059.923
9687,Kazakhstan,2022,225496328925.494
9688,Kazakhstan,2021,197112255360.612
9689,Kazakhstan,2020,171082365861.423
9690,Kazakhstan,2019,181667184854.501
9691,Kazakhstan,2018,179339977690.485
9692,Kazakhstan,2017,166805788827.233
9693,Kazakhstan,2016,137278320084.171
9694,Kazakhstan,2015,184388404706.042
9750,Kenya,2024,120339557905.932
9751,Kenya,2023,107500884685.013
9752,Kenya,2022,114448978152.637
9753,Kenya,2021,109703658904.994
9754,Kenya,2020,100657505750.545
9755,Kenya,2019,100378436207.371
9756,Kenya,2018,92202979985.2863
9757,Kenya,2017,82036510877.2599
9758,Kenya,2016,74815144163.8931
9759,Kenya,2015,70120446896.8359
9815,Kiribati,2024,307862564.489711
9816,Kiribati,2023,288610747.738991
9817,Kiribati,2022,270040453.254018
9818,Kiribati,2021,285259881.131951
9819,Kiribati,2020,220898020.418627
9820,Kiribati,2019,216985388.322754
9821,Kiribati,2018,233514717.441266
9822,Kiribati,2017,222875736.343445
9823,Kiribati,2016,206467818.503227
9824,Kiribati,2015,191559398.688293
9880,"Korea, Dem. People's Rep.",2024,
9881,"Korea, Dem. People's Rep.",2023,
9882,"Korea, Dem. People's Rep.",2022,
9883,"Korea, Dem. People's Rep.",2021,
9884,"Korea, Dem. People's Rep.",2020,
9885,"Korea, Dem. People's Rep.",2019,
9886,"Korea, Dem. People's Rep.",2018,
9887,"Korea, Dem. People's Rep.",2017,
9888,"Korea, Dem. People's Rep.",2016,
9889,"Korea, Dem. People's Rep.",2015,
9945,"Korea, Rep.",2024,1875388209406.8
9946,"Korea, Rep.",2023,1844800934391.54
9947,"Korea, Rep.",2022,1799363116866.52
9948,"Korea, Rep.",2021,1942313560965.9
9949,"Korea, Rep.",2020,1744070276373.34
9950,"Korea, Rep.",2019,1751045752054.63
9951,"Korea, Rep.",2018,1824251454306.83
9952,"Korea, Rep.",2017,1710196756713.17
9953,"Korea, Rep.",2016,1579150518945.44
9954,"Korea, Rep.",2015,1539212301135.55
10010,Kosovo,2024,11197246322.588
10011,Kosovo,2023,10468224574.7539
10012,Kosovo,2022,9354907646.29785
10013,Kosovo,2021,9413408574.4949
10014,Kosovo,2020,7717143395.54732
10015,Kosovo,2019,7899741278.75198
10016,Kosovo,2018,7878762812.27689
10017,Kosovo,2017,7180768692.01515
10018,Kosovo,2016,6682677289.98994
10019,Kosovo,2015,6295848422.71573
10075,Kuwait,2024,160227273053.334
10076,Kuwait,2023,165384407116.233
10077,Kuwait,2022,183502046693.878
10078,Kuwait,2021,148350671489.144
10079,Kuwait,2020,111045470605.715
10080,Kuwait,2019,140856394860.529
10081,Kuwait,2018,138646316350.727
10082,Kuwait,2017,120687539805.505
10083,Kuwait,2016,109406674124.652
10084,Kuwait,2015,114585555688.511
10140,Kyrgyz Republic,2024,17478259659.2625
10141,Kyrgyz Republic,2023,15180842369.4894
10142,Kyrgyz Republic,2022,12134931017.9465
10143,Kyrgyz Republic,2021,9249133946.26531
10144,Kyrgyz Republic,2020,8270468614.24051
10145,Kyrgyz Republic,2019,9371275264.36735
10146,Kyrgyz Republic,2018,8271106235.41552
10147,Kyrgyz Republic,2017,7702938379.42036
10148,Kyrgyz Republic,2016,6813095379.1187
10149,Kyrgyz Republic,2015,6678177511.66313
10205,Lao PDR,2024,16502933121.3379
10206,Lao PDR,2023,15843155731.2552
10207,Lao PDR,2022,15468785203.7532
10208,Lao PDR,2021,18827148530.9347
10209,Lao PDR,2020,18981805250.2424
10210,Lao PDR,2019,18740561512.5555
10211,Lao PDR,2018,18141641089.7963
10212,Lao PDR,2017,17071155481.4994
10213,Lao PDR,2016,15912501722.6143
10214,Lao PDR,2015,14426380125.6488
10270,Latvia,2024,43684254432.3609
10271,Latvia,2023,42779550936.838
10272,Latvia,2022,38003198508.9107
10273,Latvia,2021,38183326784.9335
10274,Latvia,2020,33379927434.6149
10275,Latvia,2019,33099503950.847
10276,Latvia,2018,33247935477.3576
10277,Latvia,2017,29391059767.4259
10278,Latvia,2016,27117105059.5075
10279,Latvia,2015,26344565876.8902
10335,Lebanon,2024,
10336,Lebanon,2023,20078620356.9931
10337,Lebanon,2022,20992421948.8081
10338,Lebanon,2021,23131941556.7843
10339,Lebanon,2020,31712128253.7961
10340,Lebanon,2019,51605959131.2741
10341,Lebanon,2018,54901519155.5556
10342,Lebanon,2017,53027680685.9038
10343,Lebanon,2016,51147308774.1294
10344,Lebanon,2015,49929337836.8159
10400,Lesotho,2024,2271759454.51107
10401,Lesotho,2023,2117962445.37471
10402,Lesotho,2022,2354980960.02697
10403,Lesotho,2021,2412130056.55851
10404,Lesotho,2020,2053699863.99625
10405,Lesotho,2019,2390702295.82777
10406,Lesotho,2018,2556247291.99785
10407,Lesotho,2017,2306741672.29006
10408,Lesotho,2016,2114426452.2019
10409,Lesotho,2015,2359686724.53829
10465,Liberia,2024,4779300900.0
10466,Liberia,2023,4390000000.0
10467,Liberia,2022,4001047000.0
10468,Liberia,2021,3513049500.0
10469,Liberia,2020,3176126300.0
10470,Liberia,2019,3319596500.0
10471,Liberia,2018,3422754800.0
10472,Liberia,2017,3390703400.0
10473,Liberia,2016,3398419600.0
10474,Liberia,2015,3227075700.0
10530,Libya,2024,48487151215.345
10531,Libya,2023,44027664915.187
10532,Libya,2022,43246297921.8499
10533,Libya,2021,35217995647.2862
10534,Libya,2020,46854285440.642
10535,Libya,2019,69254496471.6938
10536,Libya,2018,76686029772.1483
10537,Libya,2017,67157452181.7738
10538,Libya,2016,49912073701.298
10539,Libya,2015,48717501321.3052
10595,Liechtenstein,2024,
10596,Liechtenstein,2023,8239379403.22096
10597,Liechtenstein,2022,7426856242.7736
10598,Liechtenstein,2021,7912602342.18895
10599,Liechtenstein,2020,6405870210.32293
10600,Liechtenstein,2019,6436467007.11932
10601,Liechtenstein,2018,6692620691.84146
10602,Liechtenstein,2017,6474308717.85289
10603,Liechtenstein,2016,6237302033.50132
10604,Liechtenstein,2015,6268515276.17441
10660,Lithuania,2024,84869215513.3648
10661,Lithuania,2023,79789877416.1681
10662,Lithuania,2022,71033884499.7824
10663,Lithuania,2021,67037321008.9679
10664,Lithuania,2020,57412038533.2718
10665,Lithuania,2019,55122066225.796
10666,Lithuania,2018,54261795148.5372
10667,Lithuania,2017,47756764508.446
10668,Lithuania,2016,42970749245.0336
10669,Lithuania,2015,41540954817.2039
10725,Luxembourg,2024,93279851863.4062
10726,Luxembourg,2023,88788881539.3937
10727,Luxembourg,2022,80801680397.0139
10728,Luxembourg,2021,86386759695.1653
10729,Luxembourg,2020,73670782100.3909
10730,Luxembourg,2019,69872035113.6469
10731,Luxembourg,2018,71085623495.1145
10732,Luxembourg,2017,65712180342.9836
10733,Luxembourg,2016,62216885435.9488
10734,Luxembourg,2015,60071584216.1375
10790,"Macao SAR, China",2024,49467258923.3244
10791,"Macao SAR, China",2023,45626467279.891
10792,"Macao SAR, China",2022,24929307447.3237
10793,"Macao SAR, China",2021,30633941629.3633
10794,"Macao SAR, China",2020,25280064167.7333
10795,"Macao SAR, China",2019,55025172016.004
10796,"Macao SAR, China",2018,55076322634.344
10797,"Macao SAR, China",2017,50297028370.6668
10798,"Macao SAR, China",2016,44964868323.7558
10799,"Macao SAR, China",2015,44940613353.1038
10855,Madagascar,2024,17420501490.1231
10856,Madagascar,2023,15869945477.8505
10857,Madagascar,2022,15325603272.6097
10858,Madagascar,2021,14354731964.3258
10859,Madagascar,2020,13051441203.9474
10860,Madagascar,2019,14104664678.5063
