,country,Year,gdp_usd
15470,Syrian Arab Republic,2024,
15471,Syrian Arab Republic,2023,
15472,Syrian Arab Republic,2022,23622827079.5047
15473,Syrian Arab Republic,2021,14353205678.4991
15474,Syrian Arab Republic,2020,12047752036.091
15475,Syrian Arab Republic,2019,22583045060.0821
15476,Syrian Arab Republic,2018,21497782867.6426
15477,Syrian Arab Republic,2017,16369843352.3453
15478,Syrian Arab Republic,2016,12597854877.4254
15479,Syrian Arab Republic,2015,16466863117.0009
15535,Tajikistan,2024,14204575548.5536
15536,Tajikistan,2023,12244169292.7998
15537,Tajikistan,2022,10713525200.3998
15538,Tajikistan,2021,8937805347.13963
15539,Tajikistan,2020,8133963550.65742
15540,Tajikistan,2019,8300813599.3084
15541,Tajikistan,2018,7764999999.45362
15542,Tajikistan,2017,7536402852.85802
15543,Tajikistan,2016,6992416096.89018
15544,Tajikistan,2015,8271431485.07484
15600,Tanzania,2024,78844405385.2195
15601,Tanzania,2023,79030935627.0781
15602,Tanzania,2022,75749121842.9149
15603,Tanzania,2021,70655628147.8986
15604,Tanzania,2020,66068737786.0639
15605,Tanzania,2019,61026731925.9213
15606,Tanzania,2018,57003712892.0858
15607,Tanzania,2017,53274884532.7886
15608,Tanzania,2016,49774409374.4538
15609,Tanzania,2015,47413919817.124
15665,Thailand,2024,526517658841.684
15666,Thailand,2023,515906283940.933
15667,Thailand,2022,495644697587.661
15668,Thailand,2021,506194668789.937
15669,Thailand,2020,500461898480.246
15670,Thailand,2019,543976691793.886
15671,Thailand,2018,506754208404.485
15672,Thailand,2017,456356813536.764
15673,Thailand,2016,413366349747.508
15674,Thailand,2015,401296238228.084
15730,Timor-Leste,2024,1865608515.41321
15731,Timor-Leste,2023,2079767170.22651
15732,Timor-Leste,2022,3208599889.00965
15733,Timor-Leste,2021,3625024341.27346
15734,Timor-Leste,2020,2162619240.86927
15735,Timor-Leste,2019,2032550389.41316
15736,Timor-Leste,2018,1555988614.43594
15737,Timor-Leste,2017,1584878439.93596
15738,Timor-Leste,2016,1640464612.08088
15739,Timor-Leste,2015,1590282371.46446
15795,Togo,2024,10651180146.531
15796,Togo,2023,9816236302.58515
15797,Togo,2022,8646453099.4124
15798,Togo,2021,8541668141.26198
15799,Togo,2020,7486031561.86885
15800,Togo,2019,6992654019.28876
15801,Togo,2018,7029215766.46367
15802,Togo,2017,6387424239.8801
15803,Togo,2016,6071167584.1951
15804,Togo,2015,5755457836.01866
15860,Tonga,2024,
15861,Tonga,2023,591139749.44287
15862,Tonga,2022,556514555.400882
15863,Tonga,2021,519306352.78704
15864,Tonga,2020,506571467.895978
15865,Tonga,2019,506031238.979937
15866,Tonga,2018,493530783.00463
15867,Tonga,2017,459976850.268529
15868,Tonga,2016,420828262.317922
15869,Tonga,2015,437525514.240726
15925,Trinidad and Tobago,2024,25633544529.4849
15926,Trinidad and Tobago,2023,25036993423.3664
15927,Trinidad and Tobago,2022,28341164301.126
15928,Trinidad and Tobago,2021,24222963262.7213
15929,Trinidad and Tobago,2020,20888515184.2239
15930,Trinidad and Tobago,2019,23477745791.6977
15931,Trinidad and Tobago,2018,23883058083.2171
15932,Trinidad and Tobago,2017,23830750900.6899
15933,Trinidad and Tobago,2016,23624322192.6274
15934,Trinidad and Tobago,2015,26841141793.2143
15990,Tunisia,2024,51332285656.5422
15991,Tunisia,2023,48205328303.3398
15992,Tunisia,2022,44929920092.7955
15993,Tunisia,2021,47073234359.1819
15994,Tunisia,2020,42491780918.361
15995,Tunisia,2019,41905642418.825
15996,Tunisia,2018,42686504459.801
15997,Tunisia,2017,42163530590.9462
15998,Tunisia,2016,44360072680.4476
15999,Tunisia,2015,45779494041.9295
16055,Turkiye,2024,1359123768774.12
16056,Turkiye,2023,1141242864657.45
16057,Turkiye,2022,926097476913.818
16058,Turkiye,2021,839938668172.134
16059,Turkiye,2020,733628247119.077
16060,Turkiye,2019,775853144222.613
16061,Turkiye,2018,788356985773.667
16062,Turkiye,2017,863874522365.276
16063,Turkiye,2016,870818016909.84
16064,Turkiye,2015,865460050683.656
16120,Turkmenistan,2024,51387209872.2994
16121,Turkmenistan,2023,45894538665.5538
16122,Turkmenistan,2022,42208726137.7192
16123,Turkmenistan,2021,40589905812.0364
16124,Turkmenistan,2020,41509903181.7231
16125,Turkmenistan,2019,40810067974.509
16126,Turkmenistan,2018,40765428571.4286
16127,Turkmenistan,2017,37926285714.2857
16128,Turkmenistan,2016,36169428571.4286
16129,Turkmenistan,2015,35799714285.7143
16185,Turks and Caicos Islands,2024,1745378000.0
16186,Turks and Caicos Islands,2023,1638653000.0
16187,Turks and Caicos Islands,2022,1434119000.0
16188,Turks and Caicos Islands,2021,1236459000.0
16189,Turks and Caicos Islands,2020,918387000.0
16190,Turks and Caicos Islands,2019,1371838000.0
16191,Turks and Caicos Islands,2018,1314329000.0
16192,Turks and Caicos Islands,2017,1197958000.0
16193,Turks and Caicos Islands,2016,1202078000.0
16194,Turks and Caicos Islands,2015,1078274000.0
16250,Tuvalu,2024,
16251,Tuvalu,2023,62280311.5852172
16252,Tuvalu,2022,59065982.0873657
16253,Tuvalu,2021,60196405.7138393
16254,Tuvalu,2020,51746594.3148543
16255,Tuvalu,2019,54123198.5662913
16256,Tuvalu,2018,48015259.8751356
16257,Tuvalu,2017,45276595.3533146
16258,Tuvalu,2016,41629064.2232388
16259,Tuvalu,2015,36811936.0824587
16315,Uganda,2024,53911907086.1525
16316,Uganda,2023,48768955863.3175
16317,Uganda,2022,45565333210.9108
16318,Uganda,2021,40529788748.6737
16319,Uganda,2020,37600368241.6657
16320,Uganda,2019,35353061003.4359
16321,Uganda,2018,32927025619.6795
16322,Uganda,2017,30744473841.424
16323,Uganda,2016,29203988696.2626
16324,Uganda,2015,32387183730.1002
16380,Ukraine,2024,190741262414.705
16381,Ukraine,2023,181221517868.744
16382,Ukraine,2022,161989520721.19
16383,Ukraine,2021,199765859570.935
16384,Ukraine,2020,156617722013.342
16385,Ukraine,2019,153883047509.577
16386,Ukraine,2018,130891088293.55
16387,Ukraine,2017,112090505081.739
16388,Ukraine,2016,93355869403.9223
16389,Ukraine,2015,91030967789.0717
16445,United Arab Emirates,2024,552324846834.581
16446,United Arab Emirates,2023,522622191967.325
16447,United Arab Emirates,2022,511403403675.97
16448,United Arab Emirates,2021,422441388699.796
16449,United Arab Emirates,2020,357161878829.135
16450,United Arab Emirates,2019,433926208304.969
16451,United Arab Emirates,2018,440560108917.631
16452,United Arab Emirates,2017,403365010211.028
16453,United Arab Emirates,2016,381717086453.37
16454,United Arab Emirates,2015,381973042886.317
16510,United Kingdom,2024,3686033044482.13
16511,United Kingdom,2023,3420796653789.08
16512,United Kingdom,2022,3181244350465.41
16513,United Kingdom,2021,3194559188925.93
16514,United Kingdom,2020,2724001478304.59
16515,United Kingdom,2019,2875710080015.3
16516,United Kingdom,2018,2897028009916.05
16517,United Kingdom,2017,2699118387873.1
16518,United Kingdom,2016,2706807606538.73
16519,United Kingdom,2015,2945579890258.46
16575,United States,2024,28750956130731.2
16576,United States,2023,27292170793214.4
16577,United States,2022,25604848907611.0
16578,United States,2021,23315080560000.0
16579,United States,2020,21060473613000.0
16580,United States,2019,21380976119000.0
16581,United States,2018,20533057312000.0
16582,United States,2017,19477336549000.0
16583,United States,2016,18695110842000.0
16584,United States,2015,18206020741000.0
16640,Uruguay,2024,80961511073.5797
16641,Uruguay,2023,77991666837.7382
16642,Uruguay,2022,70594110920.0358
16643,Uruguay,2021,60739084240.8633
16644,Uruguay,2020,53559359261.826
16645,Uruguay,2019,62222313618.8454
16646,Uruguay,2018,65344577415.7535
16647,Uruguay,2017,65005997963.4822
16648,Uruguay,2016,57480787465.2716
16649,Uruguay,2015,57680327998.6689
16705,Uzbekistan,2024,114965293466.611
16706,Uzbekistan,2023,102641879248.764
16707,Uzbekistan,2022,90095926567.4359
16708,Uzbekistan,2021,77340060003.0347
16709,Uzbekistan,2020,66443265418.3086
16710,Uzbekistan,2019,67293639798.3996
16711,Uzbekistan,2018,58695899092.1083
16712,Uzbekistan,2017,69703222282.7278
16713,Uzbekistan,2016,86138288644.171
16714,Uzbekistan,2015,86196264755.3105
16770,Vanuatu,2024,1117972034.22642
16771,Vanuatu,2023,1115861055.72463
16772,Vanuatu,2022,1055031360.57356
16773,Vanuatu,2021,950394006.532514
16774,Vanuatu,2020,909421043.508407
16775,Vanuatu,2019,936526267.622513
16776,Vanuatu,2018,914727908.137793
16777,Vanuatu,2017,880043284.399407
16778,Vanuatu,2016,804323576.861028
16779,Vanuatu,2015,759690180.951654
16835,"Venezuela, RB",2024,119802963257.783
16836,"Venezuela, RB",2023,102376526555.948
16837,"Venezuela, RB",2022,89013255584.7499
16838,"Venezuela, RB",2021,56614976854.5499
16839,"Venezuela, RB",2020,42838020721.1995
16840,"Venezuela, RB",2019,73014084091.3
16841,"Venezuela, RB",2018,102021093964.682
16842,"Venezuela, RB",2017,115883275162.586
16843,"Venezuela, RB",2016,112915034262.314
16844,"Venezuela, RB",2015,125449241571.391
16900,Viet Nam,2024,476388230307.175
16901,Viet Nam,2023,433857681378.291
16902,Viet Nam,2022,413445230668.578
16903,Viet Nam,2021,366474752771.009
16904,Viet Nam,2020,346615738537.796
16905,Viet Nam,2019,334365270496.667
16906,Viet Nam,2018,310106478394.659
16907,Viet Nam,2017,281353605986.903
16908,Viet Nam,2016,257096001177.982
16909,Viet Nam,2015,239258328381.741
16965,Virgin Islands (U.S.),2024,
16966,Virgin Islands (U.S.),2023,
16967,Virgin Islands (U.S.),2022,4672000000.0
16968,Virgin Islands (U.S.),2021,4507000000.0
16969,Virgin Islands (U.S.),2020,4229000000.0
16970,Virgin Islands (U.S.),2019,4121000000.0
16971,Virgin Islands (U.S.),2018,3923000000.0
16972,Virgin Islands (U.S.),2017,3794000000.0
16973,Virgin Islands (U.S.),2016,3798000000.0
16974,Virgin Islands (U.S.),2015,3663000000.0
17030,West Bank and Gaza,2024,13711100000.0
17031,West Bank and Gaza,2023,17847900000.0
17032,West Bank and Gaza,2022,19165500000.0
17033,West Bank and Gaza,2021,18109000000.0
17034,West Bank and Gaza,2020,15531700000.0
17035,West Bank and Gaza,2019,17133500000.0
17036,West Bank and Gaza,2018,16276600000.0
17037,West Bank and Gaza,2017,16128000000.0
17038,West Bank and Gaza,2016,15405400000.0
17039,West Bank and Gaza,2015,13972400000.0
17095,"Yemen, Rep.",2024,
17096,"Yemen, Rep.",2023,
17097,"Yemen, Rep.",2022,
17098,"Yemen, Rep.",2021,
17099,"Yemen, Rep.",2020,
17100,"Yemen, Rep.",2019,
17101,"Yemen, Rep.",2018,21606160663.0318
17102,"Yemen, Rep.",2017,26842229044.5848
17103,"Yemen, Rep.",2016,31317825274.1507
17104,"Yemen, Rep.",2015,42444490073.8555
17160,Zambia,2024,25303185342.2511
17161,Zambia,2023,27577956471.244
17162,Zambia,2022,29163782140.4858
17163,Zambia,2021,22096416932.0089
17164,Zambia,2020,18137764930.651
17165,Zambia,2019,23308667781.2258
17166,Zambia,2018,26311507273.6735
17167,Zambia,2017,25873601260.8353
17168,Zambia,2016,20958412538.3093
17169,Zambia,2015,21251216798.7762
17225,Zimbabwe,2024,41539411516.4448
17226,Zimbabwe,2023,35871779680.6335
17227,Zimbabwe,2022,40757561708.7741
17228,Zimbabwe,2021,41287673690.0771
17229,Zimbabwe,2020,31980334561.3123
17230,Zimbabwe,2019,33357695635.1284
17231,Zimbabwe,2018,34141666666.6667
17232,Zimbabwe,2017,51035657370.5179
17233,Zimbabwe,2016,20559250000.0
17234,Zimbabwe,2015,19973250000.0
